u,g,r,i,z,u-g,g-r,r-i,i-z,Class
18.30677,17.19531,16.75948,16.54332,16.46248,1.1114600000000001,0.43583,0.21616,0.08084,3.0
20.94603,19.98295,19.659860000000002,19.604329999999997,19.5268,0.9630799999999999,0.32309,0.055529999999999996,0.07753,1.0
21.11555,20.186320000000002,19.88703,19.75067,19.79053,0.9292299999999999,0.29929,0.13635999999999998,-0.03986000000000001,1.0
19.3752,18.41544,18.181820000000002,18.11185,18.09805,0.9597600000000001,0.23362,0.06997,0.0138,1.0
20.74437,20.03679,19.772289999999998,19.59796,19.61767,0.70758,0.2645,0.17432999999999998,-0.019710000000000005,1.0
21.103089999999998,20.13908,19.84083,19.701439999999998,19.71229,0.96401,0.29825,0.13939000000000001,-0.010850000000000005,1.0
20.88974,19.89865,19.6361,19.55551,19.67076,0.9910899999999999,0.26255,0.08059,-0.11525000000000002,1.0
20.26555,19.363120000000002,19.1161,19.058220000000002,19.04024,0.90243,0.24702,0.057879999999999994,0.017979999999999996,1.0
20.142960000000002,19.22764,18.97523,18.89198,18.92077,0.91532,0.25240999999999997,0.08325,-0.028789999999999996,1.0
20.06705,19.1987,18.96493,18.853189999999998,18.976779999999998,0.86835,0.23376999999999998,0.11174,-0.12359000000000003,1.0
23.10726,21.244629999999997,19.81655,18.56769,17.96655,1.86263,1.42808,1.24886,0.60114,1.0
20.18536,19.266,19.03474,18.93692,18.95518,0.9193600000000001,0.23126,0.09782,-0.01826,1.0
19.706129999999998,18.83551,18.638170000000002,18.55555,18.60408,0.8706200000000001,0.19734000000000002,0.08262,-0.048530000000000004,1.0
21.330920000000003,20.32628,19.9798,19.87267,19.87986,1.00464,0.34648,0.10712999999999999,-0.007190000000000002,1.0
21.65481,19.01243,17.91776,17.18171,16.872429999999998,2.6423799999999997,1.09467,0.73605,0.30928,3.0
16.52015,15.39308,15.606979999999998,15.806420000000001,15.912939999999999,1.12707,-0.21390000000000003,-0.19944,-0.10652,4.0
18.28117,17.201320000000003,16.7594,16.55554,16.46429,1.07985,0.44192,0.20385999999999999,0.09125,3.0
27.110590000000002,14.89955,14.624120000000001,14.1492,14.979729999999998,12.211039999999999,0.27543,0.47492,-0.83053,3.0
